PiSat1_ID200	Ty3/gypsy	chromovirus
PopT_ID202	Ty3/gypsy	chromovirus
PopT_ID203	Ty3/gypsy	chromovirus
PopT1_ID21	Ty3/gypsy	chromovirus
PopT10_ID168	Ty3/gypsy	chromovirus
PopT11_ID172	Ty3/gypsy	chromovirus
PopT2_ID20	Ty3/gypsy	chromovirus
PopT3_ID196	Ty3/gypsy	chromovirus
PopT4_ID191	Ty3/gypsy	chromovirus
PopT5_ID192	Ty3/gypsy	chromovirus
PopT6_ID188	Ty3/gypsy	chromovirus
PopT7_ID193	Ty3/gypsy	chromovirus
PopT8_ID197	Ty3/gypsy	chromovirus
PopT9_ID194	Ty3/gypsy	chromovirus
Reina_ZeaM_ID49	Ty3/gypsy	chromovirus
Retrosor2_SorB_ID48	Ty3/gypsy	chromovirus
SelM_ID252	Ty3/gypsy	chromovirus
SetI1_ID107	Ty3/gypsy	chromovirus
SilL1_ID241	Ty3/gypsy	chromovirus
SilL2_ID242	Ty3/gypsy	chromovirus
SorB1_ID109	Ty3/gypsy	chromovirus
Tekay_ZeaM_ID50	Ty3/gypsy	chromovirus
ThelH1_ID77	Ty3/gypsy	chromovirus
TriA1_ID110	Ty3/gypsy	chromovirus
VitV_ID211	Ty3/gypsy	chromovirus
VitV_ID214	Ty3/gypsy	chromovirus
VitV_ID215	Ty3/gypsy	chromovirus
VitV1_ID22	Ty3/gypsy	chromovirus
VitV2_ID128	Ty3/gypsy	chromovirus
VitV3_ID124	Ty3/gypsy	chromovirus
VitV4_ID142	Ty3/gypsy	chromovirus
VitV5_ID143	Ty3/gypsy	chromovirus
VitV6_ID131	Ty3/gypsy	chromovirus
LjRE2_ID63	Ty3/gypsy	chromovirus
MedT4_ID246	Ty3/gypsy	chromovirus
OryGr1_ID245	Ty3/gypsy	chromovirus
ATLANTYS_LC_I	Ty3/gypsy	Ogre/Tat
ATLANTYS-I_OS	Ty3/gypsy	Ogre/Tat
ATLANTYS2_I	Ty3/gypsy	Ogre/Tat
CALYPSHAN2_I_MT	Ty3/gypsy	Ogre/Tat
Grande1-4	Ty3/gypsy	Ogre/Tat
Gret1_I	Ty3/gypsy	Ogre/Tat
Gypsy-18_SB-I	Ty3/gypsy	Ogre/Tat
Gypsy-22_SB-I	Ty3/gypsy	Ogre/Tat
Gypsy-30_SB-I	Ty3/gypsy	Ogre/Tat
Gypsy-71-I_ZM	Ty3/gypsy	Ogre/Tat
Gypsy11-ZM_I	Ty3/gypsy	Ogre/Tat
Gypsy12-ZM_I	Ty3/gypsy	Ogre/Tat
Gypsy29-ZM_I	Ty3/gypsy	Ogre/Tat
HUCK1-I_ZM	Ty3/gypsy	Ogre/Tat
Ogre-LE1	Ty3/gypsy	Ogre/Tat
Ogre-MT1A	Ty3/gypsy	Ogre/Tat
Ogre-MT1B	Ty3/gypsy	Ogre/Tat
Ogre-MT1C	Ty3/gypsy	Ogre/Tat
Ogre-MT1D	Ty3/gypsy	Ogre/Tat
Ogre-MT2	Ty3/gypsy	Ogre/Tat
Ogre-MT3	Ty3/gypsy	Ogre/Tat
Ogre-MT4	Ty3/gypsy	Ogre/Tat
Ogre-PS1	Ty3/gypsy	Ogre/Tat
Ogre-PT1	Ty3/gypsy	Ogre/Tat
Ogre-PT2	Ty3/gypsy	Ogre/Tat
Ogre-PT3	Ty3/gypsy	Ogre/Tat
Ogre-SD1	Ty3/gypsy	Ogre/Tat
Ogre-VP1	Ty3/gypsy	Ogre/Tat
Retand	Ty3/gypsy	Ogre/Tat
RETROSOR1_I	Ty3/gypsy	Ogre/Tat
RIRE2_I	Ty3/gypsy	Ogre/Tat
Tat4-1	Ty3/gypsy	Ogre/Tat
